environment: 
YAML: configs/bt.sc.c100.yaml
==> SEED: 42
==> num_classes: 100
==> data_name: cifar100
==> data_params: {'algo': 'bt-sc', 'data_dir': 'datasets/cifar100', 'batch_size': 512, 'num_workers': 3, 'image_size': 32}
==> return_logs: False
==> eval_every: 10
==> n_epochs: 800
==> n_epochs_mlp: 100
==> gpu_id: 4
==> opt: SGD
==> opt_params: {'lr': 0.4, 'momentum': 0.9, 'weight_decay': 0.0001}
==> schedular_params: {'T_max': 800, 'eta_min': 0.001}
==> mlp_opt: SGD
==> mlp_opt_params: {'lr': 0.1, 'momentum': 0.9}
==> model_params: {'model_name': 'resnet50', 'pretrained': False, 'proj_dim': 4096, 'barlow_hidden': 4096}
==> mlp_type: linear
==> loss: bt-sc
==> loss_params: {'lambd': 0.005}
==> distributed: False
==> train_algo: bt-sc
==> model_save_path: saved_models/bt.sc.c100.r50.e800.pth
==> energy_model_params: {'eta': 0.01, 'steps': 5, 'sigma': 0.2, 'delta': 0.1, 'net_type': 'score'}
==> energy_opt: AdamW
==> energy_model_opt_params: {'lr': 0.001}
==> warmup_epochs: 0
==> config: configs/bt.sc.c100.yaml
--------------------------------------------------
===> using linear mlp
using optimizer: SGD
using optimizer: SGD
loss function: bt-sc
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
# of Training Images: 50000
# of Testing Images: 10000
using optimizer: AdamW
### Barlow Twins with SC-net Training begins
[GPU4] epochs: [151/800] train_loss_con: 1069.360 energy_loss: 804.474
[GPU4] epochs: [152/800] train_loss_con: 1051.421 energy_loss: 797.983
[GPU4] epochs: [153/800] train_loss_con: 1041.533 energy_loss: 792.450
[GPU4] epochs: [154/800] train_loss_con: 1026.264 energy_loss: 786.253
[GPU4] epochs: [155/800] train_loss_con: 1010.515 energy_loss: 779.270
[GPU4] epochs: [156/800] train_loss_con: 1002.066 energy_loss: 773.289
[GPU4] epochs: [157/800] train_loss_con: 994.327 energy_loss: 766.988
[GPU4] epochs: [158/800] train_loss_con: 979.769 energy_loss: 760.372
[GPU4] epochs: [159/800] train_loss_con: 969.579 energy_loss: 754.231
[GPU4] epochs: [160/800] train_loss_con: 965.349 energy_loss: 747.112
[GPU4] epochs: [161/800] train_loss_con: 954.916 energy_loss: 741.233
[GPU4] epochs: [162/800] train_loss_con: 948.867 energy_loss: 734.693
[GPU4] epochs: [163/800] train_loss_con: 934.838 energy_loss: 728.056
[GPU4] epochs: [164/800] train_loss_con: 924.473 energy_loss: 722.041
[GPU4] epochs: [165/800] train_loss_con: 924.778 energy_loss: 715.125
[GPU4] epochs: [166/800] train_loss_con: 914.300 energy_loss: 709.114
[GPU4] epochs: [167/800] train_loss_con: 899.674 energy_loss: 703.731
[GPU4] epochs: [168/800] train_loss_con: 897.340 energy_loss: 697.534
[GPU4] epochs: [169/800] train_loss_con: 890.695 energy_loss: 691.395
[GPU4] epochs: [170/800] train_loss_con: 884.194 energy_loss: 686.725
[GPU4] epochs: [171/800] train_loss_con: 873.419 energy_loss: 680.890
[GPU4] epochs: [172/800] train_loss_con: 878.271 energy_loss: 675.614
[GPU4] epochs: [173/800] train_loss_con: 869.858 energy_loss: 670.178
[GPU4] epochs: [174/800] train_loss_con: 860.558 energy_loss: 666.327
[GPU4] epochs: [175/800] train_loss_con: 860.104 energy_loss: 661.930
[GPU4] epochs: [176/800] train_loss_con: 843.910 energy_loss: 656.991
[GPU4] epochs: [177/800] train_loss_con: 848.559 energy_loss: 651.446
[GPU4] epochs: [178/800] train_loss_con: 845.709 energy_loss: 647.875
[GPU4] epochs: [179/800] train_loss_con: 834.957 energy_loss: 643.965
[GPU4] epochs: [180/800] train_loss_con: 837.712 energy_loss: 640.346
[GPU4] epochs: [181/800] train_loss_con: 831.570 energy_loss: 636.280
[GPU4] epochs: [182/800] train_loss_con: 829.409 energy_loss: 633.408
[GPU4] epochs: [183/800] train_loss_con: 820.016 energy_loss: 630.994
[GPU4] epochs: [184/800] train_loss_con: 810.342 energy_loss: 626.634
[GPU4] epochs: [185/800] train_loss_con: 808.632 energy_loss: 624.181
[GPU4] epochs: [186/800] train_loss_con: 804.928 energy_loss: 622.162
[GPU4] epochs: [187/800] train_loss_con: 801.094 energy_loss: 619.420
[GPU4] epochs: [188/800] train_loss_con: 806.092 energy_loss: 616.224
[GPU4] epochs: [189/800] train_loss_con: 801.786 energy_loss: 614.917
[GPU4] epochs: [190/800] train_loss_con: 791.642 energy_loss: 612.484
[GPU4] epochs: [191/800] train_loss_con: 795.260 energy_loss: 610.450
[GPU4] epochs: [192/800] train_loss_con: 786.435 energy_loss: 609.035
[GPU4] epochs: [193/800] train_loss_con: 783.700 energy_loss: 606.930
[GPU4] epochs: [194/800] train_loss_con: 782.014 energy_loss: 605.608
[GPU4] epochs: [195/800] train_loss_con: 779.436 energy_loss: 603.482
[GPU4] epochs: [196/800] train_loss_con: 777.762 energy_loss: 601.723
[GPU4] epochs: [197/800] train_loss_con: 768.806 energy_loss: 600.524
[GPU4] epochs: [198/800] train_loss_con: 768.216 energy_loss: 600.226
[GPU4] epochs: [199/800] train_loss_con: 766.518 energy_loss: 599.306
[GPU4] epochs: [200/800] train_loss_con: 761.187 energy_loss: 598.149
[GPU4] epochs: [201/800] train_loss_con: 763.380 energy_loss: 596.439
[GPU4] epochs: [202/800] train_loss_con: 769.485 energy_loss: 597.901
[GPU4] epochs: [203/800] train_loss_con: 753.909 energy_loss: 595.372
[GPU4] epochs: [204/800] train_loss_con: 756.569 energy_loss: 594.536
[GPU4] epochs: [205/800] train_loss_con: 748.753 energy_loss: 593.281
[GPU4] epochs: [206/800] train_loss_con: 747.967 energy_loss: 595.086
[GPU4] epochs: [207/800] train_loss_con: 749.976 energy_loss: 594.393
[GPU4] epochs: [208/800] train_loss_con: 750.064 energy_loss: 595.689
[GPU4] epochs: [209/800] train_loss_con: 741.280 energy_loss: 592.822
[GPU4] epochs: [210/800] train_loss_con: 743.999 energy_loss: 593.936
[GPU4] epochs: [211/800] train_loss_con: 737.848 energy_loss: 592.338
[GPU4] epochs: [212/800] train_loss_con: 737.332 energy_loss: 591.811
[GPU4] epochs: [213/800] train_loss_con: 740.548 energy_loss: 592.591
[GPU4] epochs: [214/800] train_loss_con: 739.326 energy_loss: 593.372
[GPU4] epochs: [215/800] train_loss_con: 732.794 energy_loss: 592.623
[GPU4] epochs: [216/800] train_loss_con: 726.969 energy_loss: 591.485
[GPU4] epochs: [217/800] train_loss_con: 723.735 energy_loss: 591.990
[GPU4] epochs: [218/800] train_loss_con: 729.458 energy_loss: 591.731
[GPU4] epochs: [219/800] train_loss_con: 717.858 energy_loss: 591.400
[GPU4] epochs: [220/800] train_loss_con: 725.764 energy_loss: 591.914
[GPU4] epochs: [221/800] train_loss_con: 714.222 energy_loss: 592.665
[GPU4] epochs: [222/800] train_loss_con: 720.442 energy_loss: 590.657
[GPU4] epochs: [223/800] train_loss_con: 715.853 energy_loss: 591.050
[GPU4] epochs: [224/800] train_loss_con: 718.797 energy_loss: 593.220
[GPU4] epochs: [225/800] train_loss_con: 716.772 energy_loss: 592.374
[GPU4] epochs: [226/800] train_loss_con: 710.965 energy_loss: 592.203
[GPU4] epochs: [227/800] train_loss_con: 719.151 energy_loss: 592.825
[GPU4] epochs: [228/800] train_loss_con: 706.912 energy_loss: 592.737
[GPU4] epochs: [229/800] train_loss_con: 709.364 energy_loss: 593.081
[GPU4] epochs: [230/800] train_loss_con: 709.432 energy_loss: 593.377
[GPU4] epochs: [231/800] train_loss_con: 698.839 energy_loss: 592.231
[GPU4] epochs: [232/800] train_loss_con: 700.261 energy_loss: 592.944
[GPU4] epochs: [233/800] train_loss_con: 692.874 energy_loss: 593.376
[GPU4] epochs: [234/800] train_loss_con: 701.286 energy_loss: 593.996
[GPU4] epochs: [235/800] train_loss_con: 697.721 energy_loss: 592.567
[GPU4] epochs: [236/800] train_loss_con: 701.984 energy_loss: 593.125
[GPU4] epochs: [237/800] train_loss_con: 698.507 energy_loss: 595.225
[GPU4] epochs: [238/800] train_loss_con: 696.522 energy_loss: 594.258
[GPU4] epochs: [239/800] train_loss_con: 697.322 energy_loss: 595.011
[GPU4] epochs: [240/800] train_loss_con: 688.325 energy_loss: 595.353
[GPU4] epochs: [241/800] train_loss_con: 691.199 energy_loss: 595.211
[GPU4] epochs: [242/800] train_loss_con: 693.035 energy_loss: 597.557
[GPU4] epochs: [243/800] train_loss_con: 685.892 energy_loss: 594.553
[GPU4] epochs: [244/800] train_loss_con: 686.794 energy_loss: 594.515
[GPU4] epochs: [245/800] train_loss_con: 688.205 energy_loss: 596.909
[GPU4] epochs: [246/800] train_loss_con: 683.701 energy_loss: 596.119
[GPU4] epochs: [247/800] train_loss_con: 692.690 energy_loss: 597.693
[GPU4] epochs: [248/800] train_loss_con: 676.075 energy_loss: 595.177
[GPU4] epochs: [249/800] train_loss_con: 681.688 energy_loss: 597.416
[GPU4] epochs: [250/800] train_loss_con: 677.818 energy_loss: 597.868
[GPU4] epochs: [251/800] train_loss_con: 682.425 energy_loss: 595.966
[GPU4] epochs: [252/800] train_loss_con: 668.020 energy_loss: 595.392
[GPU4] epochs: [253/800] train_loss_con: 674.987 energy_loss: 597.177
[GPU4] epochs: [254/800] train_loss_con: 676.999 energy_loss: 597.700
[GPU4] epochs: [255/800] train_loss_con: 672.493 energy_loss: 597.837
[GPU4] epochs: [256/800] train_loss_con: 671.362 energy_loss: 598.008
[GPU4] epochs: [257/800] train_loss_con: 669.768 energy_loss: 596.992
[GPU4] epochs: [258/800] train_loss_con: 668.221 energy_loss: 599.816
[GPU4] epochs: [259/800] train_loss_con: 677.508 energy_loss: 600.551
[GPU4] epochs: [260/800] train_loss_con: 665.469 energy_loss: 597.525
[GPU4] epochs: [261/800] train_loss_con: 666.034 energy_loss: 597.479
[GPU4] epochs: [262/800] train_loss_con: 671.112 energy_loss: 599.998
[GPU4] epochs: [263/800] train_loss_con: 667.941 energy_loss: 599.150
[GPU4] epochs: [264/800] train_loss_con: 664.025 energy_loss: 599.054
[GPU4] epochs: [265/800] train_loss_con: 667.461 energy_loss: 597.377
[GPU4] epochs: [266/800] train_loss_con: 661.291 energy_loss: 598.422
[GPU4] epochs: [267/800] train_loss_con: 657.761 energy_loss: 597.203
[GPU4] epochs: [268/800] train_loss_con: 657.301 energy_loss: 599.020
[GPU4] epochs: [269/800] train_loss_con: 658.399 energy_loss: 598.492
[GPU4] epochs: [270/800] train_loss_con: 657.325 energy_loss: 597.701
[GPU4] epochs: [271/800] train_loss_con: 654.832 energy_loss: 599.123
[GPU4] epochs: [272/800] train_loss_con: 654.515 energy_loss: 598.490
[GPU4] epochs: [273/800] train_loss_con: 652.933 energy_loss: 597.999
[GPU4] epochs: [274/800] train_loss_con: 659.077 energy_loss: 599.070
[GPU4] epochs: [275/800] train_loss_con: 652.935 energy_loss: 598.530
[GPU4] epochs: [276/800] train_loss_con: 650.223 energy_loss: 599.397
[GPU4] epochs: [277/800] train_loss_con: 656.716 energy_loss: 600.041
[GPU4] epochs: [278/800] train_loss_con: 648.006 energy_loss: 600.146
[GPU4] epochs: [279/800] train_loss_con: 649.891 energy_loss: 598.369
[GPU4] epochs: [280/800] train_loss_con: 652.297 energy_loss: 598.775
[GPU4] epochs: [281/800] train_loss_con: 646.459 energy_loss: 596.631
[GPU4] epochs: [282/800] train_loss_con: 648.991 energy_loss: 597.094
[GPU4] epochs: [283/800] train_loss_con: 645.179 energy_loss: 596.626
[GPU4] epochs: [284/800] train_loss_con: 645.930 energy_loss: 597.471
[GPU4] epochs: [285/800] train_loss_con: 646.497 energy_loss: 594.742
[GPU4] epochs: [286/800] train_loss_con: 650.268 energy_loss: 596.566
[GPU4] epochs: [287/800] train_loss_con: 648.436 energy_loss: 597.419
[GPU4] epochs: [288/800] train_loss_con: 644.551 energy_loss: 595.839
[GPU4] epochs: [289/800] train_loss_con: 645.935 energy_loss: 596.087
[GPU4] epochs: [290/800] train_loss_con: 643.768 energy_loss: 595.842
[GPU4] epochs: [291/800] train_loss_con: 637.591 energy_loss: 596.656
[GPU4] epochs: [292/800] train_loss_con: 636.031 energy_loss: 593.646
[GPU4] epochs: [293/800] train_loss_con: 637.754 energy_loss: 594.108
[GPU4] epochs: [294/800] train_loss_con: 639.040 energy_loss: 595.698
[GPU4] epochs: [295/800] train_loss_con: 641.494 energy_loss: 597.906
[GPU4] epochs: [296/800] train_loss_con: 633.552 energy_loss: 595.344
[GPU4] epochs: [297/800] train_loss_con: 636.545 energy_loss: 592.990
[GPU4] epochs: [298/800] train_loss_con: 638.393 energy_loss: 595.001
[GPU4] epochs: [299/800] train_loss_con: 636.130 energy_loss: 592.320
[GPU4] epochs: [300/800] train_loss_con: 639.949 energy_loss: 594.933
[GPU4] epochs: [301/800] train_loss_con: 636.141 energy_loss: 593.921
[GPU4] epochs: [302/800] train_loss_con: 632.103 energy_loss: 592.798
[GPU4] epochs: [303/800] train_loss_con: 630.268 energy_loss: 592.991
[GPU4] epochs: [304/800] train_loss_con: 623.833 energy_loss: 591.448
[GPU4] epochs: [305/800] train_loss_con: 623.820 energy_loss: 589.573
[GPU4] epochs: [306/800] train_loss_con: 636.114 energy_loss: 591.184
[GPU4] epochs: [307/800] train_loss_con: 628.129 energy_loss: 586.788
[GPU4] epochs: [308/800] train_loss_con: 636.644 energy_loss: 591.197
[GPU4] epochs: [309/800] train_loss_con: 617.109 energy_loss: 588.398
[GPU4] epochs: [310/800] train_loss_con: 623.984 energy_loss: 589.013
[GPU4] epochs: [311/800] train_loss_con: 626.146 energy_loss: 588.504
[GPU4] epochs: [312/800] train_loss_con: 618.607 energy_loss: 586.832
[GPU4] epochs: [313/800] train_loss_con: 628.451 energy_loss: 588.830
[GPU4] epochs: [314/800] train_loss_con: 620.117 energy_loss: 586.496
[GPU4] epochs: [315/800] train_loss_con: 623.055 energy_loss: 587.647
[GPU4] epochs: [316/800] train_loss_con: 613.195 energy_loss: 586.341
[GPU4] epochs: [317/800] train_loss_con: 619.686 energy_loss: 585.162
[GPU4] epochs: [318/800] train_loss_con: 619.310 energy_loss: 583.579
[GPU4] epochs: [319/800] train_loss_con: 613.231 energy_loss: 584.517
[GPU4] epochs: [320/800] train_loss_con: 612.887 energy_loss: 583.526
[GPU4] epochs: [321/800] train_loss_con: 623.598 energy_loss: 584.111
[GPU4] epochs: [322/800] train_loss_con: 616.042 energy_loss: 582.549
[GPU4] epochs: [323/800] train_loss_con: 613.769 energy_loss: 583.532
