environment: 
YAML: configs/bt.sc.c10.yaml
==> SEED: 42
==> num_classes: 10
==> data_name: cifar10
==> data_params: {'algo': 'bt-sc', 'data_dir': 'datasets/cifar10', 'batch_size': 512, 'num_workers': 3, 'image_size': 32}
==> return_logs: False
==> eval_every: 10
==> n_epochs: 800
==> n_epochs_mlp: 100
==> gpu_id: 3
==> opt: SGD
==> opt_params: {'lr': 0.4, 'momentum': 0.9, 'weight_decay': 0.0001}
==> schedular_params: {'T_max': 800, 'eta_min': 0.001}
==> mlp_opt: SGD
==> mlp_opt_params: {'lr': 0.1, 'momentum': 0.9}
==> energy_model_params: {'eta': 0.01, 'steps': 5, 'sigma': 0.2, 'delta': 0.1, 'net_type': 'score'}
==> energy_opt: AdamW
==> energy_model_opt_params: {'lr': 0.001}
==> warmup_epochs: 0
==> model_params: {'model_name': 'resnet50', 'pretrained': False, 'proj_dim': 4096, 'barlow_hidden': 4096}
==> mlp_type: linear
==> loss: bt-sc
==> loss_params: {'lambd': 0.005}
==> distributed: False
==> train_algo: bt-sc
==> model_save_path: saved_models/bt.sc.c10.r50.e800.pth
==> config: configs/bt.sc.c10.yaml
--------------------------------------------------
===> using linear mlp
using optimizer: SGD
using optimizer: SGD
loss function: bt-sc
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
# of Training Images: 50000
# of Testing Images: 10000
using optimizer: AdamW
### Barlow Twins with SC-net Training begins
[GPU3] epochs: [27/800] train_loss_con: 3817.860 energy_loss: 1024.045
[GPU3] epochs: [28/800] train_loss_con: 3808.962 energy_loss: 1024.032
[GPU3] epochs: [29/800] train_loss_con: 3816.914 energy_loss: 1024.180
[GPU3] epochs: [30/800] train_loss_con: 3807.170 energy_loss: 1024.009
[GPU3] epochs: [31/800] train_loss_con: 3781.337 energy_loss: 1023.973
[GPU3] epochs: [32/800] train_loss_con: 3781.647 energy_loss: 1024.166
[GPU3] epochs: [33/800] train_loss_con: 3788.514 energy_loss: 1024.097
[GPU3] epochs: [34/800] train_loss_con: 3797.582 energy_loss: 1024.068
[GPU3] epochs: [35/800] train_loss_con: 3762.236 energy_loss: 1023.891
[GPU3] epochs: [36/800] train_loss_con: 3764.603 energy_loss: 1023.981
[GPU3] epochs: [37/800] train_loss_con: 3764.202 energy_loss: 1024.080
[GPU3] epochs: [38/800] train_loss_con: 3767.931 energy_loss: 1024.056
[GPU3] epochs: [39/800] train_loss_con: 3762.994 energy_loss: 1024.025
[GPU3] epochs: [40/800] train_loss_con: 3772.488 energy_loss: 1023.890
[GPU3] epochs: [41/800] train_loss_con: 3763.368 energy_loss: 1024.066
[GPU3] epochs: [42/800] train_loss_con: 3765.125 energy_loss: 1024.127
[GPU3] epochs: [43/800] train_loss_con: 3774.188 energy_loss: 1023.789
[GPU3] epochs: [44/800] train_loss_con: 3778.665 energy_loss: 1023.914
[GPU3] epochs: [45/800] train_loss_con: 3787.272 energy_loss: 1023.839
[GPU3] epochs: [46/800] train_loss_con: 3767.667 energy_loss: 1023.655
[GPU3] epochs: [47/800] train_loss_con: 3765.251 energy_loss: 1023.616
[GPU3] epochs: [48/800] train_loss_con: 3764.649 energy_loss: 1023.388
[GPU3] epochs: [49/800] train_loss_con: 3766.840 energy_loss: 1023.291
[GPU3] epochs: [50/800] train_loss_con: 3763.167 energy_loss: 1023.187
[GPU3] epochs: [51/800] train_loss_con: 3789.801 energy_loss: 1022.961
[GPU3] epochs: [52/800] train_loss_con: 3777.817 energy_loss: 1022.803
[GPU3] epochs: [53/800] train_loss_con: 3760.524 energy_loss: 1022.457
[GPU3] epochs: [54/800] train_loss_con: 3771.354 energy_loss: 1021.389
[GPU3] epochs: [55/800] train_loss_con: 3738.517 energy_loss: 1019.394
[GPU3] epochs: [56/800] train_loss_con: 3749.582 energy_loss: 1016.535
[GPU3] epochs: [57/800] train_loss_con: 3763.255 energy_loss: 1012.806
[GPU3] epochs: [58/800] train_loss_con: 3791.081 energy_loss: 1009.423
[GPU3] epochs: [59/800] train_loss_con: 3739.555 energy_loss: 1004.752
[GPU3] epochs: [60/800] train_loss_con: 3791.100 energy_loss: 999.205
[GPU3] epochs: [61/800] train_loss_con: 3781.961 energy_loss: 992.994
[GPU3] epochs: [62/800] train_loss_con: 3773.683 energy_loss: 986.401
[GPU3] epochs: [63/800] train_loss_con: 3767.835 energy_loss: 980.215
[GPU3] epochs: [64/800] train_loss_con: 3760.918 energy_loss: 971.207
[GPU3] epochs: [65/800] train_loss_con: 3776.264 energy_loss: 962.966
[GPU3] epochs: [66/800] train_loss_con: 3664.033 energy_loss: 953.287
[GPU3] epochs: [67/800] train_loss_con: 3620.374 energy_loss: 944.384
[GPU3] epochs: [68/800] train_loss_con: 3648.982 energy_loss: 934.941
[GPU3] epochs: [69/800] train_loss_con: 3616.371 energy_loss: 925.262
[GPU3] epochs: [70/800] train_loss_con: 3626.512 energy_loss: 916.536
[GPU3] epochs: [71/800] train_loss_con: 3612.326 energy_loss: 908.246
[GPU3] epochs: [72/800] train_loss_con: 3590.981 energy_loss: 900.969
[GPU3] epochs: [73/800] train_loss_con: 3525.862 energy_loss: 894.640
[GPU3] epochs: [74/800] train_loss_con: 3511.813 energy_loss: 887.287
[GPU3] epochs: [75/800] train_loss_con: 3507.733 energy_loss: 881.202
[GPU3] epochs: [76/800] train_loss_con: 3502.924 energy_loss: 878.138
[GPU3] epochs: [77/800] train_loss_con: 3497.314 energy_loss: 873.677
[GPU3] epochs: [78/800] train_loss_con: 3409.501 energy_loss: 869.967
[GPU3] epochs: [79/800] train_loss_con: 3379.600 energy_loss: 866.031
[GPU3] epochs: [80/800] train_loss_con: 3354.228 energy_loss: 861.844
[GPU3] epochs: [81/800] train_loss_con: 3308.643 energy_loss: 859.347
[GPU3] epochs: [82/800] train_loss_con: 3279.697 energy_loss: 856.470
[GPU3] epochs: [83/800] train_loss_con: 3286.199 energy_loss: 854.020
[GPU3] epochs: [84/800] train_loss_con: 3274.932 energy_loss: 851.912
[GPU3] epochs: [85/800] train_loss_con: 3255.034 energy_loss: 848.799
[GPU3] epochs: [86/800] train_loss_con: 3259.843 energy_loss: 845.416
[GPU3] epochs: [87/800] train_loss_con: 3259.305 energy_loss: 842.774
[GPU3] epochs: [88/800] train_loss_con: 3257.467 energy_loss: 839.812
[GPU3] epochs: [89/800] train_loss_con: 3201.313 energy_loss: 839.534
[GPU3] epochs: [90/800] train_loss_con: 3154.063 energy_loss: 848.600
[GPU3] epochs: [91/800] train_loss_con: 3164.931 energy_loss: 834.495
[GPU3] epochs: [92/800] train_loss_con: 3143.680 energy_loss: 831.161
[GPU3] epochs: [93/800] train_loss_con: 3158.235 energy_loss: 828.901
[GPU3] epochs: [94/800] train_loss_con: 3165.282 energy_loss: 826.033
[GPU3] epochs: [95/800] train_loss_con: 3154.367 energy_loss: 823.787
[GPU3] epochs: [96/800] train_loss_con: 3144.172 energy_loss: 822.572
[GPU3] epochs: [97/800] train_loss_con: 3151.457 energy_loss: 820.850
[GPU3] epochs: [98/800] train_loss_con: 3098.886 energy_loss: 820.272
[GPU3] epochs: [99/800] train_loss_con: 3053.105 energy_loss: 817.869
[GPU3] epochs: [100/800] train_loss_con: 3044.441 energy_loss: 816.117
[GPU3] epochs: [101/800] train_loss_con: 3047.670 energy_loss: 814.061
[GPU3] epochs: [102/800] train_loss_con: 3037.123 energy_loss: 812.287
[GPU3] epochs: [103/800] train_loss_con: 2975.484 energy_loss: 811.085
[GPU3] epochs: [104/800] train_loss_con: 2962.002 energy_loss: 808.825
[GPU3] epochs: [105/800] train_loss_con: 2952.436 energy_loss: 806.865
[GPU3] epochs: [106/800] train_loss_con: 2891.383 energy_loss: 806.358
[GPU3] epochs: [107/800] train_loss_con: 2858.109 energy_loss: 804.436
[GPU3] epochs: [108/800] train_loss_con: 2802.699 energy_loss: 803.132
[GPU3] epochs: [109/800] train_loss_con: 2746.520 energy_loss: 803.776
[GPU3] epochs: [110/800] train_loss_con: 2669.973 energy_loss: 800.427
[GPU3] epochs: [111/800] train_loss_con: 2646.670 energy_loss: 798.923
[GPU3] epochs: [112/800] train_loss_con: 2604.022 energy_loss: 797.291
[GPU3] epochs: [113/800] train_loss_con: 2578.270 energy_loss: 795.246
[GPU3] epochs: [114/800] train_loss_con: 2522.880 energy_loss: 792.429
[GPU3] epochs: [115/800] train_loss_con: 2462.228 energy_loss: 792.065
[GPU3] epochs: [116/800] train_loss_con: 2409.797 energy_loss: 791.070
[GPU3] epochs: [117/800] train_loss_con: 2371.907 energy_loss: 790.567
[GPU3] epochs: [118/800] train_loss_con: 2321.519 energy_loss: 788.444
[GPU3] epochs: [119/800] train_loss_con: 2276.563 energy_loss: 786.903
[GPU3] epochs: [120/800] train_loss_con: 2210.521 energy_loss: 787.688
[GPU3] epochs: [121/800] train_loss_con: 2108.265 energy_loss: 788.466
[GPU3] epochs: [122/800] train_loss_con: 2033.082 energy_loss: 785.991
[GPU3] epochs: [123/800] train_loss_con: 1971.188 energy_loss: 784.243
[GPU3] epochs: [124/800] train_loss_con: 1923.327 energy_loss: 782.649
[GPU3] epochs: [125/800] train_loss_con: 1851.250 energy_loss: 781.993
[GPU3] epochs: [126/800] train_loss_con: 1782.370 energy_loss: 780.394
[GPU3] epochs: [127/800] train_loss_con: 1723.971 energy_loss: 779.229
[GPU3] epochs: [128/800] train_loss_con: 1675.780 energy_loss: 778.753
[GPU3] epochs: [129/800] train_loss_con: 1626.706 energy_loss: 777.606
[GPU3] epochs: [130/800] train_loss_con: 1573.844 energy_loss: 776.602
[GPU3] epochs: [131/800] train_loss_con: 1528.454 energy_loss: 775.527
[GPU3] epochs: [132/800] train_loss_con: 1480.384 energy_loss: 774.786
[GPU3] epochs: [133/800] train_loss_con: 1430.223 energy_loss: 773.442
[GPU3] epochs: [134/800] train_loss_con: 1389.718 energy_loss: 772.218
[GPU3] epochs: [135/800] train_loss_con: 1350.078 energy_loss: 770.519
[GPU3] epochs: [136/800] train_loss_con: 1307.614 energy_loss: 768.499
[GPU3] epochs: [137/800] train_loss_con: 1271.992 energy_loss: 766.827
[GPU3] epochs: [138/800] train_loss_con: 1243.336 energy_loss: 765.182
[GPU3] epochs: [139/800] train_loss_con: 1211.542 energy_loss: 763.309
[GPU3] epochs: [140/800] train_loss_con: 1187.893 energy_loss: 761.004
[GPU3] epochs: [141/800] train_loss_con: 1171.275 energy_loss: 758.861
[GPU3] epochs: [142/800] train_loss_con: 1145.604 energy_loss: 756.302
[GPU3] epochs: [143/800] train_loss_con: 1123.890 energy_loss: 753.402
[GPU3] epochs: [144/800] train_loss_con: 1107.419 energy_loss: 750.988
[GPU3] epochs: [145/800] train_loss_con: 1088.009 energy_loss: 748.928
[GPU3] epochs: [146/800] train_loss_con: 1067.056 energy_loss: 745.684
[GPU3] epochs: [147/800] train_loss_con: 1055.109 energy_loss: 743.341
[GPU3] epochs: [148/800] train_loss_con: 1037.586 energy_loss: 741.365
[GPU3] epochs: [149/800] train_loss_con: 1028.452 energy_loss: 737.917
[GPU3] epochs: [150/800] train_loss_con: 1015.630 energy_loss: 735.560
[GPU3] epochs: [151/800] train_loss_con: 1006.015 energy_loss: 732.509
[GPU3] epochs: [152/800] train_loss_con: 991.830 energy_loss: 730.259
[GPU3] epochs: [153/800] train_loss_con: 979.675 energy_loss: 727.251
[GPU3] epochs: [154/800] train_loss_con: 977.304 energy_loss: 725.681
[GPU3] epochs: [155/800] train_loss_con: 966.754 energy_loss: 722.590
[GPU3] epochs: [156/800] train_loss_con: 951.383 energy_loss: 720.157
[GPU3] epochs: [157/800] train_loss_con: 953.033 energy_loss: 717.578
[GPU3] epochs: [158/800] train_loss_con: 943.299 energy_loss: 714.890
[GPU3] epochs: [159/800] train_loss_con: 934.354 energy_loss: 713.217
[GPU3] epochs: [160/800] train_loss_con: 921.874 energy_loss: 709.680
[GPU3] epochs: [161/800] train_loss_con: 906.093 energy_loss: 708.268
[GPU3] epochs: [162/800] train_loss_con: 906.638 energy_loss: 705.370
[GPU3] epochs: [163/800] train_loss_con: 902.523 energy_loss: 704.041
[GPU3] epochs: [164/800] train_loss_con: 899.535 energy_loss: 702.495
[GPU3] epochs: [165/800] train_loss_con: 880.780 energy_loss: 699.382
[GPU3] epochs: [166/800] train_loss_con: 881.924 energy_loss: 696.480
[GPU3] epochs: [167/800] train_loss_con: 869.888 energy_loss: 695.203
[GPU3] epochs: [168/800] train_loss_con: 863.456 energy_loss: 692.650
[GPU3] epochs: [169/800] train_loss_con: 856.608 energy_loss: 690.916
[GPU3] epochs: [170/800] train_loss_con: 845.545 energy_loss: 688.954
[GPU3] epochs: [171/800] train_loss_con: 848.715 energy_loss: 687.304
[GPU3] epochs: [172/800] train_loss_con: 839.670 energy_loss: 685.312
[GPU3] epochs: [173/800] train_loss_con: 838.388 energy_loss: 683.566
[GPU3] epochs: [174/800] train_loss_con: 834.387 energy_loss: 683.297
[GPU3] epochs: [175/800] train_loss_con: 829.480 energy_loss: 681.096
[GPU3] epochs: [176/800] train_loss_con: 827.743 energy_loss: 679.556
[GPU3] epochs: [177/800] train_loss_con: 817.559 energy_loss: 677.312
[GPU3] epochs: [178/800] train_loss_con: 817.656 energy_loss: 675.804
[GPU3] epochs: [179/800] train_loss_con: 812.451 energy_loss: 674.920
[GPU3] epochs: [180/800] train_loss_con: 801.588 energy_loss: 672.934
[GPU3] epochs: [181/800] train_loss_con: 803.599 energy_loss: 672.327
[GPU3] epochs: [182/800] train_loss_con: 803.742 energy_loss: 670.777
[GPU3] epochs: [183/800] train_loss_con: 789.946 energy_loss: 669.066
[GPU3] epochs: [184/800] train_loss_con: 791.203 energy_loss: 668.054
[GPU3] epochs: [185/800] train_loss_con: 785.664 energy_loss: 666.955
[GPU3] epochs: [186/800] train_loss_con: 786.804 energy_loss: 667.012
[GPU3] epochs: [187/800] train_loss_con: 788.227 energy_loss: 665.726
[GPU3] epochs: [188/800] train_loss_con: 785.657 energy_loss: 663.635
[GPU3] epochs: [189/800] train_loss_con: 780.584 energy_loss: 663.229
[GPU3] epochs: [190/800] train_loss_con: 771.553 energy_loss: 663.676
[GPU3] epochs: [191/800] train_loss_con: 771.932 energy_loss: 662.568
[GPU3] epochs: [192/800] train_loss_con: 773.588 energy_loss: 660.485
[GPU3] epochs: [193/800] train_loss_con: 776.478 energy_loss: 661.244
[GPU3] epochs: [194/800] train_loss_con: 774.462 energy_loss: 659.925
[GPU3] epochs: [195/800] train_loss_con: 758.267 energy_loss: 656.833
[GPU3] epochs: [196/800] train_loss_con: 760.274 energy_loss: 658.492
[GPU3] epochs: [197/800] train_loss_con: 758.537 energy_loss: 657.684
[GPU3] epochs: [198/800] train_loss_con: 755.628 energy_loss: 655.570
[GPU3] epochs: [199/800] train_loss_con: 757.711 energy_loss: 656.594
[GPU3] epochs: [200/800] train_loss_con: 745.212 energy_loss: 654.485
[GPU3] epochs: [201/800] train_loss_con: 745.050 energy_loss: 652.856
[GPU3] epochs: [202/800] train_loss_con: 747.120 energy_loss: 653.263
[GPU3] epochs: [203/800] train_loss_con: 741.775 energy_loss: 654.857
[GPU3] epochs: [204/800] train_loss_con: 749.974 energy_loss: 654.762
[GPU3] epochs: [205/800] train_loss_con: 740.831 energy_loss: 653.086
[GPU3] epochs: [206/800] train_loss_con: 736.376 energy_loss: 651.614
[GPU3] epochs: [207/800] train_loss_con: 736.949 energy_loss: 652.984
[GPU3] epochs: [208/800] train_loss_con: 738.723 energy_loss: 653.313
[GPU3] epochs: [209/800] train_loss_con: 732.225 energy_loss: 651.895
[GPU3] epochs: [210/800] train_loss_con: 723.870 energy_loss: 650.665
[GPU3] epochs: [211/800] train_loss_con: 731.068 energy_loss: 651.264
[GPU3] epochs: [212/800] train_loss_con: 729.623 energy_loss: 650.224
[GPU3] epochs: [213/800] train_loss_con: 729.793 energy_loss: 650.874
[GPU3] epochs: [214/800] train_loss_con: 728.267 energy_loss: 650.119
[GPU3] epochs: [215/800] train_loss_con: 719.565 energy_loss: 648.821
[GPU3] epochs: [216/800] train_loss_con: 724.078 energy_loss: 649.530
[GPU3] epochs: [217/800] train_loss_con: 720.440 energy_loss: 648.703
[GPU3] epochs: [218/800] train_loss_con: 722.929 energy_loss: 649.402
[GPU3] epochs: [219/800] train_loss_con: 716.426 energy_loss: 648.384
[GPU3] epochs: [220/800] train_loss_con: 708.853 energy_loss: 649.709
[GPU3] epochs: [221/800] train_loss_con: 710.462 energy_loss: 647.647
[GPU3] epochs: [222/800] train_loss_con: 712.228 energy_loss: 647.593
[GPU3] epochs: [223/800] train_loss_con: 710.327 energy_loss: 647.259
[GPU3] epochs: [224/800] train_loss_con: 715.392 energy_loss: 647.841
[GPU3] epochs: [225/800] train_loss_con: 712.330 energy_loss: 647.988
[GPU3] epochs: [226/800] train_loss_con: 706.664 energy_loss: 647.073
[GPU3] epochs: [227/800] train_loss_con: 700.894 energy_loss: 646.629
[GPU3] epochs: [228/800] train_loss_con: 700.411 energy_loss: 646.224
[GPU3] epochs: [229/800] train_loss_con: 701.149 energy_loss: 645.944
[GPU3] epochs: [230/800] train_loss_con: 701.662 energy_loss: 645.093
[GPU3] epochs: [231/800] train_loss_con: 697.865 energy_loss: 644.394
[GPU3] epochs: [232/800] train_loss_con: 701.006 energy_loss: 645.257
[GPU3] epochs: [233/800] train_loss_con: 691.873 energy_loss: 643.361
[GPU3] epochs: [234/800] train_loss_con: 696.002 energy_loss: 644.572
[GPU3] epochs: [235/800] train_loss_con: 698.839 energy_loss: 644.608
[GPU3] epochs: [236/800] train_loss_con: 696.482 energy_loss: 644.954
[GPU3] epochs: [237/800] train_loss_con: 693.499 energy_loss: 644.917
[GPU3] epochs: [238/800] train_loss_con: 690.845 energy_loss: 643.259
[GPU3] epochs: [239/800] train_loss_con: 692.245 energy_loss: 643.923
[GPU3] epochs: [240/800] train_loss_con: 688.080 energy_loss: 643.442
[GPU3] epochs: [241/800] train_loss_con: 689.503 energy_loss: 645.836
[GPU3] epochs: [242/800] train_loss_con: 686.941 energy_loss: 641.883
[GPU3] epochs: [243/800] train_loss_con: 679.585 energy_loss: 642.241
[GPU3] epochs: [244/800] train_loss_con: 680.780 energy_loss: 641.973
[GPU3] epochs: [245/800] train_loss_con: 681.446 energy_loss: 641.899
[GPU3] epochs: [246/800] train_loss_con: 685.012 energy_loss: 640.712
[GPU3] epochs: [247/800] train_loss_con: 677.250 energy_loss: 642.142
[GPU3] epochs: [248/800] train_loss_con: 684.693 energy_loss: 641.941
[GPU3] epochs: [249/800] train_loss_con: 681.671 energy_loss: 643.279
[GPU3] epochs: [250/800] train_loss_con: 685.843 energy_loss: 641.300
[GPU3] epochs: [251/800] train_loss_con: 681.211 energy_loss: 642.570
[GPU3] epochs: [252/800] train_loss_con: 678.058 energy_loss: 642.585
[GPU3] epochs: [253/800] train_loss_con: 669.726 energy_loss: 639.711
[GPU3] epochs: [254/800] train_loss_con: 676.810 energy_loss: 639.800
[GPU3] epochs: [255/800] train_loss_con: 677.869 energy_loss: 640.237
[GPU3] epochs: [256/800] train_loss_con: 670.263 energy_loss: 638.991
[GPU3] epochs: [257/800] train_loss_con: 670.429 energy_loss: 639.970
[GPU3] epochs: [258/800] train_loss_con: 669.303 energy_loss: 638.486
[GPU3] epochs: [259/800] train_loss_con: 671.749 energy_loss: 639.191
[GPU3] epochs: [260/800] train_loss_con: 665.208 energy_loss: 639.906
[GPU3] epochs: [261/800] train_loss_con: 661.217 energy_loss: 636.506
[GPU3] epochs: [262/800] train_loss_con: 658.365 energy_loss: 636.165
[GPU3] epochs: [263/800] train_loss_con: 668.812 energy_loss: 636.621
[GPU3] epochs: [264/800] train_loss_con: 662.062 energy_loss: 635.875
[GPU3] epochs: [265/800] train_loss_con: 668.195 energy_loss: 635.647
[GPU3] epochs: [266/800] train_loss_con: 663.451 energy_loss: 635.680
[GPU3] epochs: [267/800] train_loss_con: 655.125 energy_loss: 636.281
[GPU3] epochs: [268/800] train_loss_con: 660.520 energy_loss: 636.362
[GPU3] epochs: [269/800] train_loss_con: 664.072 energy_loss: 635.759
[GPU3] epochs: [270/800] train_loss_con: 661.967 energy_loss: 635.147
[GPU3] epochs: [271/800] train_loss_con: 657.086 energy_loss: 632.034
[GPU3] epochs: [272/800] train_loss_con: 664.156 energy_loss: 633.270
[GPU3] epochs: [273/800] train_loss_con: 656.118 energy_loss: 631.621
[GPU3] epochs: [274/800] train_loss_con: 651.301 energy_loss: 630.248
[GPU3] epochs: [275/800] train_loss_con: 653.257 energy_loss: 632.966
[GPU3] epochs: [276/800] train_loss_con: 652.703 energy_loss: 630.731
[GPU3] epochs: [277/800] train_loss_con: 653.850 energy_loss: 628.926
[GPU3] epochs: [278/800] train_loss_con: 647.883 energy_loss: 628.944
[GPU3] epochs: [279/800] train_loss_con: 646.870 energy_loss: 629.041
[GPU3] epochs: [280/800] train_loss_con: 649.410 energy_loss: 628.012
[GPU3] epochs: [281/800] train_loss_con: 645.856 energy_loss: 625.957
[GPU3] epochs: [282/800] train_loss_con: 647.034 energy_loss: 626.668
[GPU3] epochs: [283/800] train_loss_con: 644.581 energy_loss: 627.083
[GPU3] epochs: [284/800] train_loss_con: 648.371 energy_loss: 627.439
[GPU3] epochs: [285/800] train_loss_con: 645.551 energy_loss: 627.205
[GPU3] epochs: [286/800] train_loss_con: 644.329 energy_loss: 625.994
[GPU3] epochs: [287/800] train_loss_con: 643.277 energy_loss: 626.138
[GPU3] epochs: [288/800] train_loss_con: 639.343 energy_loss: 622.308
[GPU3] epochs: [289/800] train_loss_con: 639.618 energy_loss: 621.698
[GPU3] epochs: [290/800] train_loss_con: 645.385 energy_loss: 622.039
[GPU3] epochs: [291/800] train_loss_con: 634.364 energy_loss: 621.446
[GPU3] epochs: [292/800] train_loss_con: 638.136 energy_loss: 620.950
[GPU3] epochs: [293/800] train_loss_con: 645.273 energy_loss: 621.842
[GPU3] epochs: [294/800] train_loss_con: 634.471 energy_loss: 619.194
[GPU3] epochs: [295/800] train_loss_con: 639.395 energy_loss: 617.834
[GPU3] epochs: [296/800] train_loss_con: 634.487 energy_loss: 617.266
[GPU3] epochs: [297/800] train_loss_con: 632.015 energy_loss: 616.690
[GPU3] epochs: [298/800] train_loss_con: 632.582 energy_loss: 617.548
[GPU3] epochs: [299/800] train_loss_con: 627.064 energy_loss: 614.784
[GPU3] epochs: [300/800] train_loss_con: 622.091 energy_loss: 614.588
[GPU3] epochs: [301/800] train_loss_con: 630.321 energy_loss: 614.422
[GPU3] epochs: [302/800] train_loss_con: 628.184 energy_loss: 614.790
[GPU3] epochs: [303/800] train_loss_con: 623.728 energy_loss: 613.143
[GPU3] epochs: [304/800] train_loss_con: 629.773 energy_loss: 612.780
[GPU3] epochs: [305/800] train_loss_con: 622.669 energy_loss: 611.326
[GPU3] epochs: [306/800] train_loss_con: 620.280 energy_loss: 608.692
[GPU3] epochs: [307/800] train_loss_con: 618.695 energy_loss: 610.709
[GPU3] epochs: [308/800] train_loss_con: 619.366 energy_loss: 609.561
[GPU3] epochs: [309/800] train_loss_con: 621.249 energy_loss: 607.890
[GPU3] epochs: [310/800] train_loss_con: 620.640 energy_loss: 609.009
[GPU3] epochs: [311/800] train_loss_con: 617.943 energy_loss: 608.054
[GPU3] epochs: [312/800] train_loss_con: 621.923 energy_loss: 606.387
[GPU3] epochs: [313/800] train_loss_con: 615.209 energy_loss: 603.507
[GPU3] epochs: [314/800] train_loss_con: 622.551 energy_loss: 606.378
[GPU3] epochs: [315/800] train_loss_con: 620.120 energy_loss: 605.570
[GPU3] epochs: [316/800] train_loss_con: 616.988 energy_loss: 605.148
[GPU3] epochs: [317/800] train_loss_con: 614.370 energy_loss: 602.437
[GPU3] epochs: [318/800] train_loss_con: 616.027 energy_loss: 602.525
[GPU3] epochs: [319/800] train_loss_con: 610.830 energy_loss: 603.830
[GPU3] epochs: [320/800] train_loss_con: 610.363 energy_loss: 600.716
[GPU3] epochs: [321/800] train_loss_con: 609.412 energy_loss: 599.506
[GPU3] epochs: [322/800] train_loss_con: 607.615 energy_loss: 597.941
[GPU3] epochs: [323/800] train_loss_con: 607.287 energy_loss: 596.717
[GPU3] epochs: [324/800] train_loss_con: 604.799 energy_loss: 595.535
[GPU3] epochs: [325/800] train_loss_con: 615.081 energy_loss: 595.491
